Num,da,RUWE,IHZ,OHZ,f_STB,a_STB,a_STB_I,a_STB_O,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,Tmag,e_Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,d,e_d,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_Teff,epos_Teff,gaiabp,e_gaiabp,gaiarp,e_gaiarp,_RAJ2000,_DEJ2000,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV,e_RV,PM,RAJ2000,DEJ2000,AG,E(BP-RP),B-V,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
2314,0.038802393,12.705,0.661650237,1.236093557,0,0,0,0,I,241.4200667,-20.45159099,55.8809,0.2207,7.05103,0.00276,295.01,-351.096,0.304,0.156,0.895954,I/349/starhorse,1.04,GAIA,4704,GAIA,0.295226,I/349/starhorse,4.427551,I/349/starhorse,0.406503515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.609968,0.002865,6.338796,0.003809,16 05 40.4801693023,-20 27 00.110006340,28480000,4077.2,12343000,7402.6,23101000,10104,1,,,458.584,241.4186674,-20.45003056,0.695,0.34,,,,167783587,,,,,,,,,,
2315,0.004123685,3.552,0.098906911,0.195775293,0,0,0,0,I,235.517777,-19.47636665,103.1798,0.3159,10.685861,0.002829,-2009.747,-1037.933,0.379,0.29,0.300725,I/349/starhorse,0.236138978,Estimated,3619.4,GAIA,0.058528,I/349/starhorse,4.950916,I/349/starhorse,0.00857374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.111737,0.003052,9.501714,0.003824,15 42 06.5402658132,-19 28 18.312134606,1001400,591.78,195310,222.39,1254500,674.75,3,,,2261.944,235.5272511,-19.47175337,0.108,0.063,,8.46E+16,,167190966,,,,,,,,,,
2317,,1.285,0.103115875,0.203642435,,,,,I,234.242208,-14.13661715,71.4656,0.0362,11.369082,0.003226,-449.26,-629.425,0.041,0.032,0.358398,I/349/starhorse,0.241167685,Estimated,3657.91,GAIA,0.417957,I/349/starhorse,4.848247,I/349/starhorse,0.009329513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.951335,0.003647,10.139579,0.003958,15 36 58.6240964835,-14 08 01.750913211,533720,824.89,90133,194.93,697150,755,3,,,773.311,234.2442671,-14.1338197,0.527,0.2865,,9.10E+16,,168089748,,,,,,,,,,
2318,,1.154,0.133554104,0.245499243,,,,,I,214.7511117,-25.81443632,55.7507,0.0467,10.699417,0.004742,-364.097,341.43,0.043,0.041,0.957059,I/349/starhorse,0.168554808,Estimated,5095.63,GAIA,-0.357073,I/349/starhorse,4.425151,I/349/starhorse,0.017161786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.194982,0.146927,8.998936,0.102334,14 19 00.6982292123,-25 48 57.433607909,988960,3515.3,1141400,154430,1993400,187750,1,,,499.141,214.7529093,-25.81595378,,,,,,,,,,,,,,,,
2319,,1.159,0.149342707,0.301210373,,,,,I,210.6926864,-24.52881498,55.6055,0.0241,11.15134,0.002817,-363.972,374.227,0.03,0.027,0.39848,I/349/starhorse,0.425784696,Estimated,3305.8,GAIA DR3,-1.3104,GAIA DR3,4.1799,GAIA DR3,0.019398808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.377542,0.003069,10.057047,0.003823,14 02 46.6714898940,-24 31 49.721536684,652250,353.32,152900,180.14,752210,397.44,2,,,522.036,210.6944645,-24.5304782,0.29,0.152,,7.86E+16,,102497396,,,,,,,,,,
2321,,1.041,0.434125355,0.830812848,,,,,I,207.4282987,-22.11328889,71.078,0.0318,7.691279,0.002782,-1749.861,-494.208,0.032,0.032,0.701675,I/349/starhorse,0.71,GAIA,4215,GAIA DR3,0.0275,GAIA DR3,4.5239,GAIA DR3,0.169262269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.393014,0.002928,6.880204,0.003831,13 49 44.8063804089,-22 06 39.931911573,15792000,5634,6000800,4914.4,14031000,8090.9,2,-38.25,0.22,1818.311,207.4366929,-22.1110923,0.389,0.179,,,,108114379,,,,,,,,,,
2322,,1.308,0.118694026,0.240452528,,,,,I,208.4838438,-20.24413794,60.519,0.0233,11.571491,0.002791,432.216,283.597,0.03,0.025,0.299729,I/349/starhorse,0.353617962,Estimated,3232.7,GAIA DR3,-0.9391,GAIA DR3,4.4596,GAIA DR3,0.012235421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.813066,0.00309,10.469363,0.003843,13 53 55.6311251486,-20 14 43.434106270,442950,181.9,102370,125.18,514530,328.94,2,,,516.951,208.4817964,-20.24539836,0.0385,0.028,,8.37E+16,,108228042,,,,,,,,,,
2323,,0.994,0.13129378,0.268575245,,,,,I,206.4598766,-17.97068075,89.3256,0.0225,10.598303,0.002818,-307.05,-552.44,0.028,0.023,0.399936,I/349/starhorse,0.432643233,Estimated,3071.4,GAIA DR3,-0.7144,GAIA DR3,4.2355,GAIA DR3,0.014924301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.099447,0.003531,9.395839,0.003878,13 45 50.7146864209,-17 58 05.611640739,1085500,590.99,197530,393.82,1383000,1109.4,3,,,632.036,206.4613112,-17.96822546,0.265,0.162,,8.64E+16,,105708420,,,,,,,,,,
2325,,1.248,0.354382904,0.693730121,,,,,I,225.1808187,-11.13726849,56.0678,0.0258,8.844958,0.002789,-15.478,-481.098,0.034,0.036,0.643473,I/349/starhorse,0.64,GAIA,3808.6,GAIA DR3,-0.6319,GAIA DR3,4.418,GAIA DR3,0.110739671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.698564,0.003134,7.939718,0.003796,15 00 43.4133028520,-11 08 06.469016929,5457100,2186.3,1803000,2368.3,5287800,1711.5,2,,,481.347,225.1808888,-11.13513028,0.5385,0.257,,,,166689478,395073774,,,,,,,,,
2326,,1.305,0.071720261,0.146609885,,,,,I,227.9564656,-10.23946474,65.5037,0.0311,12.744244,0.002854,-967.883,-250.196,0.032,0.028,0.21765,I/349/starhorse,0.234600667,Estimated,3082.9,GAIA DR3,-0.106,GAIA DR3,5.0315,GAIA DR3,0.004454356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5144,0.003863,11.478584,0.003922,15 11 50.6008538963,-10 14 18.069807807,150400,103.07,21363,52.554,203110,195.99,3,,,999.697,227.9608369,-10.23835272,0.346,0.2057,,9.57E+16,,168831713,399085710,,,,,,,,,
2327,,1.424,0.113923383,0.228615277,0.760952385,0.158957198,0.113923383,0.203991013,I,217.7529797,-12.29786968,91.8962,0.0359,10.667789,0.002796,-408.104,-398.695,0.037,0.03,0.371878,I/349/starhorse,0.309207662,Estimated,3389.67,GAIA,0.206417,I/349/starhorse,4.853375,I/349/starhorse,0.01130886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.168884,0.003028,9.467685,0.003815,14 31 01.1606554708,-12 17 45.951704428,1018200,446.2,185290,200.85,1294400,617.75,3,,,570.532,217.7548361,-12.2960977,0.2077,0.1195,,,,109452236,389068787,,,,,,,,,
2328,,1.443,0.108566779,0.223037759,0.762269524,0.153214151,0.108566779,0.197861523,I,218.5684318,-12.51692385,159.9225,0.0546,9.894982,0.002958,-355.138,593.04,0.053,0.043,0.347973,I/349/starhorse,0.37470203,Estimated,3000.1,GAIA DR3,-0.5936,GAIA DR3,4.3516,GAIA DR3,0.010190692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.569429,0.003282,8.646179,0.004028,14 34 16.8116624714,-12 31 10.414497960,2074700,2056.3,321840,512.55,2758600,3536.6,3,,,691.245,218.5700486,-12.51955958,0.511,0.3263,,,,,388070985,,,,,,,,,
2329,,1.098,0.327676799,0.638096194,,,,,I,217.6931064,-8.647390665,63.3625,0.0171,8.720943,0.002782,-1270.991,-238.517,0.019,0.017,0.650103,I/349/starhorse,0.62,GAIA,3899.9,GAIA DR3,-0.0348,GAIA DR3,4.561,GAIA DR3,0.095005222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.614159,0.003274,7.791995,0.003807,14 30 47.7168522702,-08 38 46.789969557,6117400,2167.8,1948700,3074.3,6058400,2565.2,2,-22.39,0.29,1293.178,217.6988201,-8.646330572,,,,,,,407109233,,,,,,,,,
2330,,1.495,0.103501639,0.209675513,0.76299732,0.145125194,0.103501639,0.186748748,I,215.0279656,-9.624114325,72.3244,0.041,11.586485,0.0028,-608.765,-838.845,0.04,0.033,0.299348,I/349/starhorse,0.308356205,Estimated,3232.7,GAIA DR3,-0.0729,GAIA DR3,4.9602,GAIA DR3,0.009303699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.107259,0.003371,10.38345,0.003871,14 20 07.3703549637,-09 37 13.390005937,436870,200.91,78075,136.03,556900,430.5,3,,,1036.463,215.0307098,-9.620386113,0.1447,0.087,,,,109977660,402103341,,,,,,,,,
2332,,3.767,2.695986681,4.779435773,0,0,0,0,I,220.7655912,-5.65960644,52.1815,0.3855,3.767125,0.003431,110.002,-316.139,0.287,0.267,1.894015743,Estimated,2.24,GAIA,6548.5,GAIA,,,,,8.277032198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.989909,0.008374,3.388911,0.007977,14 43 03.6239867612,-05 39 29.524956308,586270020,1104300,346300000,2518400,349620000,2262100,1,,,334.731,220.7650999,-5.658201377,,,,,,110700526,422128688,,,,,,,,,
2333,,1.494,0.041707262,0.081123024,0.83917597,0.059059471,0.041707262,0.076411679,I,220.7550335,-5.65425421,53.5692,0.0401,13.978836,0.00289,97.45,-316.79,0.037,0.037,0.15993,I/349/starhorse,0.085310214,Estimated,3920.46,GAIA,-0.100914,I/349/starhorse,5.081729,I/349/starhorse,0.001540419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.937729,0.006407,12.667345,0.003978,14 43 01.1035738923,-05 39 10.246517306,48241,38.769,5759,30.593,67955,77.633,3,,,331.44,220.7545982,-5.652846255,0.3422,0.2415,,1.01E+17,,,422128683,,,,,,,,,
2334,,1.325,0.096798081,0.19522215,,,,,I,221.9774941,-3.158166575,54.8114,0.0249,12.290503,0.002802,-545.426,377.363,0.03,0.029,0.218498,I/349/starhorse,0.275829308,Estimated,3306.7,GAIA DR3,-1.1568,GAIA DR3,4.6535,GAIA DR3,0.008149832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.554536,0.003171,11.182068,0.003819,14 47 55.1812665626,-03 09 35.437462139,228430,107.53,51713,71.755,266890,134.16,2,-58.55,0.92,663.244,221.9799218,-3.159843651,0.0252,0.0075,,1.04E+17,1.24E+18,111043505,435138750,,,,,,,,,
2335,,0.961,0.089310203,0.17565956,,,,,I,290.2383074,-82.55995922,80.1134,0.0206,11.412538,0.002799,342.3,-1230.297,0.025,0.022,0.299524,I/349/starhorse,0.201386249,Estimated,3727.36,GAIA,0.045231,I/349/starhorse,4.941021,I/349/starhorse,0.007013804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.935528,0.003004,10.209146,0.003821,19 20 54.3761245172,-82 33 16.167893610,512780,233.43,91455,93.73,653880,337.9,3,,,1277.027,290.2265672,-82.55449108,0.013,0.008,,,,485014553,,,,,,,,,,
2337,,1.153,0.117079304,0.230812992,,,,,I,311.6711043,-81.72287608,93.7431,0.0184,10.387828,0.002792,539.769,-544.241,0.024,0.021,0.374442,I/349/starhorse,0.269537615,Estimated,3687.73,GAIA,0.1831,I/349/starhorse,4.856657,I/349/starhorse,0.012038264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.758444,0.003356,9.235005,0.003848,20 46 37.0668264729,-81 43 13.644776299,1317700,544,270420,464.28,1603800,1065.7,3,,,766.517,311.6544451,-81.72045688,0.2023,0.1098,,,,,,,,,,,,,,
2338,,1.06,0.149668965,0.298341348,,,,,I,312.9402408,-79.31547955,58.7554,0.0142,10.907413,0.002772,708.904,-984.054,0.016,0.018,0.397212,I/349/starhorse,0.381219376,Estimated,3501.4,GAIA DR3,-0.4607,GAIA DR3,4.824,GAIA DR3,0.019570661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.067825,0.002988,9.833761,0.003823,20 51 41.5809004867,-79 18 39.979854408,816550,225.39,203370,200.48,923960,492.09,2,25.83,0.32,1212.81,312.9232533,-79.31110541,0.104,0.059,,,,485348855,,,,,,,,,,
2341,,0.929,0.02647123,0.053421566,,,,,I,282.2114627,-82.24624921,57.0314,0.0442,15.580689,0.00296,-50.529,-272.695,0.053,0.049,0.119974,I/349/starhorse,0.075912802,Estimated,3296,GAIA,0.492864,I/349/starhorse,5.072399,I/349/starhorse,0.00060935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.658432,0.025261,14.098987,0.004111,18 48 51.1504684976,-82 14 42.134006182,11032,10.984,470,10.867,18179,27.064,5,,,277.337,282.213127,-82.24503722,,,,,,,,,,,,,,,,
2342,,1.195,0.062664436,0.124592234,,,,,I,307.0294883,-76.67659445,77.6958,0.0208,12.379461,0.002813,723.662,-1242.623,0.02,0.023,0.199454,I/349/starhorse,0.155858682,Estimated,3544.28,GAIA,0.011292,I/349/starhorse,5.0249,I/349/starhorse,0.003434494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.111747,0.003526,11.119824,0.003857,20 28 03.7289456074,-76 40 15.856685173,210460,110.24,30954,61.448,282640,200.78,3,,,1437.984,307.0155373,-76.6710713,,,,,,485297469,,,,,,,,,,
2343,,20.175,0.084093784,0.161873136,0.415042577,0.115251792,0.084093784,0.146409799,I,272.8149505,-78.98833531,85.6341,0.4624,11.240905,0.002874,64.591,297.742,0.409,0.485,0.157902,I/349/starhorse,0.157383616,Estimated,4107.23,GAIA,-0.203583,I/349/starhorse,5.092657,I/349/starhorse,0.006315443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.929583,0.009019,9.830215,0.012353,18 11 15.2273739645,-78 59 22.770982385,600600,452.5,91957,726.36,926980,10041,3,,,304.668,272.8134474,-78.98965861,1.1668,0.637,,,,484443964,,,,,,,,,,
2344,,4.154,0.122150403,0.236358958,0.425604446,0.168240555,0.122150403,0.214330706,I,318.5525813,-76.55799954,52.2104,0.0813,11.405869,0.002822,88.418,-210.952,0.083,0.12,0.545497,I/349/starhorse,0.238968859,Estimated,4012.71,GAIA,0.28437,I/349/starhorse,4.710191,I/349/starhorse,0.013265461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.457451,0.003623,9.799354,0.004036,21 14 12.2138166182,-76 33 25.423097122,515940,289.57,142050,302.29,953710,1244.8,3,,,228.732,318.5508909,-76.55706197,,,,,,485368700,,,,,,,,,,
2345,,1.352,0.27269108,0.527652615,,,,,I,327.2790187,-72.10365039,60.7763,0.0689,9.191134,0.003302,347.346,-250.95,0.175,0.207,0.778912,I/349/starhorse,0.59,GAIA,4012.71,GAIA,0.092718,I/349/starhorse,4.596757,I/349/starhorse,0.066111103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.856142,0.009381,7.822359,0.007959,21 49 05.7588628054,-72 06 09.125972545,3967300,6649,1559400,12864,5891300,38007,2,,,428.515,327.2739953,-72.10253499,,,,,,486498161,,,,,,,,,,
2346,,1.276,0.16052442,0.326454874,,,,,I,317.3556255,-73.17536892,50.5987,0.0396,11.281671,0.00301,433.796,-303.655,0.036,0.044,0.499809,I/349/starhorse,0.497504152,Estimated,3168.5,GAIA DR3,-0.6814,GAIA DR3,4.2254,GAIA DR3,0.022350997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55218,0.009948,10.102149,0.004014,21 09 23.7515998278,-73 10 26.469233289,578470,645.7,130180,1144.9,721600,897.73,2,,,529.514,317.348965,-73.17401923,,,,,,,,,,,,,,,,
2347,,1.041,0.222379079,0.449934745,,,,,I,358.4631735,-75.63421869,98.849,0.0167,9.00723,0.002786,244.109,-379.314,0.019,0.022,0.55016,I/349/starhorse,0.654212671,Estimated,3253.5,GAIA DR3,-0.79,GAIA DR3,4.0514,GAIA DR3,0.042966482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.245567,0.003232,7.896639,0.003841,23 53 50.1123063066,-75 37 57.118104352,4699500,1790.5,1089400,1635.8,5501800,3462.7,2,-9.63,0.22,451.074,358.4588013,-75.63253283,0.998,0.509,,,,486550640,,,,,,,,,,
2348,,1.141,0.172108089,0.34948085,,,,,I,343.9214713,-75.46337685,116.3134,0.0168,9.292778,0.00279,-1026.203,-1059.407,0.018,0.019,0.38657,I/349/starhorse,0.525148886,Estimated,3193.7,GAIA DR3,-0.7307,GAIA DR3,4.1898,GAIA DR3,0.025705735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.615032,0.003148,8.147194,0.003824,22 55 45.5127596213,-75 27 31.203633959,3612700,1457.7,775180,1041.4,4368000,2348.4,2,,,1474.935,343.9396365,-75.45866768,0.3447,0.1943,,,,,,,,,,,,,,
2349,,1.049,0.495501951,0.922770422,,,,,I,354.9079316,-72.72542945,87.3724,0.0187,6.753961,0.002759,143.736,-736.907,0.022,0.023,0.748255,I/349/starhorse,0.7,GAIA,4775.31,GAIA,0.067623,I/349/starhorse,4.60785,I/349/starhorse,0.229333294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.291834,0.002877,6.057794,0.00383,23 39 37.3873674682,-72 43 19.755447187,37442000,5222.8,16546000,10715,29925000,17048,1,69.69,0.12,750.794,354.9057805,-72.72215396,0.032,0.009,,,,,,,,,,,,,,
2350,,1.162,0.055836543,0.114964845,,,,,I,340.4963345,-69.17220908,67.2123,0.0187,13.36496,0.002834,334.419,-726.986,0.021,0.02,0.188289,I/349/starhorse,0.197495876,Estimated,2963,GAIA DR3,-0.1548,GAIA DR3,5.0452,GAIA DR3,0.002693589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.425902,0.00451,12.036604,0.003988,22 41 58.1171800359,-69 10 08.320743307,84911,51.804,9227,30.112,121480,142.57,3,,,800.216,340.4921549,-69.16897798,0.341,0.207,,,,,,,,,,,,,,
2351,,2.164,1.159078034,2.071146541,0.001016658,1.209364311,1.159078034,1.259650589,I,321.6117158,-65.36263997,108.0102,0.1061,4.089133,0.002955,80.815,800.573,0.08,0.093,1.010023,I/349/starhorse,1.07,GAIA,6092.7,GAIA DR3,-0.8116,GAIA DR3,4.2457,GAIA DR3,1.449096304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.349649,0.003165,3.644071,0.00435,21 26 26.6049826473,-65 21 58.313057521,435809984,428210,248630000,341940,276390016,548360,1,-29.84,0.19,804.641,321.6108541,-65.36619788,0.0515,0.0195,,,,486130302,,,,,,,,,,
2352,,1.264,0.111602488,0.218552135,,,,,I,327.360822,-63.1124671,59.8454,0.0222,11.433778,0.002782,289.987,439.211,0.017,0.022,0.348228,I/349/starhorse,0.242164767,Estimated,3802.1,GAIA,-0.105668,I/349/starhorse,4.863597,I/349/starhorse,0.010980059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.809593,0.002912,10.275378,0.003808,21 49 25.9132614984,-63 06 51.908823965,502850,178.57,102700,78.837,615190,263.41,3,,,526.306,327.3579719,-63.11441912,0.1863,0.1105,,,,486398038,,,,,,,,,,
2353,,1.148,0.496964968,0.934633745,,,,,I,330.8724079,-56.79725466,274.8431,0.0956,4.322904,0.00287,3966.661,-2536.192,0.086,0.092,0.747689,I/349/starhorse,0.78,GAIA,4560.3,GAIA DR3,-0.2973,GAIA DR3,4.5249,GAIA DR3,0.226793767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.907977,0.002858,3.610557,0.004337,22 03 21.6536270598,-56 47 09.522795925,351390016,259960,148670000,84481,285060000,558460,1,-40.5,0.23,4708.149,330.8402293,-56.78598061,0.2892,0.1305,,,,,,,,,,,,,,
2354,,1.188,0.030012747,0.060603403,,,,,I,283.9552175,-69.24056104,86.1409,0.0422,14.226747,0.002814,459.163,-693.105,0.026,0.041,0.120106,I/349/starhorse,0.086558674,Estimated,3286.5,GAIA,0.09434,I/349/starhorse,5.09941,I/349/starhorse,0.00078315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.842222,0.005513,12.802619,0.003859,18 55 47.8705859255,-69 14 14.929719731,38393,20.185,2503,10.962,59994,43.101,4,,,831.4,283.9494608,-69.23748048,,,,,,483099079,,,,,,,,,,
2356,,0.996,1.007677229,1.820404406,,,,,I,301.3962661,-67.32389294,55.7654,0.0245,5.915461,0.002766,845.252,-674.213,0.016,0.024,0.978713,I/349/starhorse,1.01,GAIA,5631.3,GAIA DR3,-0.6188,GAIA DR3,4.353,GAIA DR3,1.03605195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.239303,0.002854,5.418191,0.003903,20 05 32.7654888837,-67 19 15.226124354,81052000,17999,43621000,24065,53936000,48378,1,-10.61,0.15,1081.209,301.386523,-67.32089617,0.1283,0.0625,,,,,,,,,,,,,,
2357,,2.856,1.131108168,2.054995856,0.001719181,1.189277255,1.131108168,1.247446343,I,302.1950399,-66.18709128,163.9544,0.1222,3.364138,0.002896,1211.761,-1130.237,0.072,0.103,1.081575,I/349/starhorse,1.64,GAIA,5437.5,GAIA DR3,0.0321,GAIA DR3,4.3012,GAIA DR3,1.276635668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.846358,0.010527,2.82708,0.004907,20 08 43.6088716052,-66 10 55.442769229,849750020,696840,395249984,3695300,586579970,1691200,1,,,1657.045,302.1817036,-66.18206744,,,,,,,,,,,,,,,,
2358,,1.367,0.148944,0.297947413,,,,,I,301.0211906,-65.60411912,77.794,0.0396,10.34347,0.002782,133.035,-852.26,0.022,0.032,0.399158,I/349/starhorse,0.392207148,Estimated,3442.4,GAIA DR3,-0.3642,GAIA DR3,4.7874,GAIA DR3,0.019353744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.56506,0.002847,9.239287,0.003789,20 04 04.7422256972,-65 36 01.192640352,1372600,484.15,323140,169,1597500,390.48,2,28.14,0.21,862.581,301.0197592,-65.60033115,0.173,0.093,,,,483913616,,,,,,,,,,
2359,,1.906,0.085323092,0.168896627,0.449063358,0.119315475,0.085323092,0.153307858,I,301.009478,-65.60328531,77.8652,0.0397,11.632201,0.002789,127.085,-854.377,0.021,0.031,0.249702,I/349/starhorse,0.203806487,Estimated,3618.5,GAIA,-0.057726,I/349/starhorse,4.987662,I/349/starhorse,0.006380269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.091011,0.002901,10.441561,0.003797,20 04 01.9465748324,-65 35 58.157070484,418860,165.87,79252,57.909,527880,175.18,3,,,863.777,301.0081107,-65.59948808,0.106,0.059,,,,483913615,,,,,,,,,,
2360,,1.291,0.056987057,0.117057106,,,,,I,276.5821955,-65.79742069,57.2722,0.022,13.630835,0.002792,-12.156,-619.379,0.016,0.019,0.187251,I/349/starhorse,0.196385487,Estimated,3002.4,GAIA DR3,-0.1771,GAIA DR3,5.0802,GAIA DR3,0.0028079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.610258,0.003839,12.317949,0.003866,18 26 19.7585467834,-65 47 40.804404610,66468,27.494,7786,18.914,93752,70.457,3,,,619.499,276.5823273,-65.79466789,0.3,0.183,,,,482205035,,,,,,,,,,
2363,,1.334,0.078694185,0.155033763,,,,,I,289.9195226,-59.92317487,58.6791,0.022,12.388926,0.002785,-244.812,-244.273,0.02,0.019,0.272467,I/349/starhorse,0.180064572,Estimated,3699.35,GAIA,0.166932,I/349/starhorse,4.939954,I/349/starhorse,0.005440601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99631,0.00315,11.159552,0.003815,19 19 41.2064558041,-59 55 19.521085293,208630,77.401,34426,46.326,272480,131.14,3,,,345.836,289.9216936,-59.92208919,0.301,0.1635,,,,479408170,,,,,,,,,,
2364,,1.318,0.101188055,0.207173847,,,,,I,315.8051986,-56.96185323,80.0211,0.031,11.549987,0.002828,-357.11,354.387,0.029,0.026,0.202224,I/349/starhorse,0.336605372,Estimated,3056.7,GAIA DR3,-0.8404,GAIA DR3,4.4037,GAIA DR3,0.008862209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.041293,0.00314,10.356031,0.003834,21 03 13.9463636428,-56 57 48.341702384,451810,264.26,82966,110.03,571140,339.93,3,,,503.108,315.8081098,-56.96342825,0.103,0.057,,,,486259595,,,,,,,,,,
2365,,1.424,0.073121125,0.14576757,0.795835956,0.103334052,0.073121125,0.13354698,I,316.3078527,-55.06708013,62.7944,0.0303,12.513532,0.002836,44.544,-327.433,0.025,0.022,0.248423,I/349/starhorse,0.18639139,Estimated,3500,GAIA,0.030489,I/349/starhorse,4.977305,I/349/starhorse,0.004671028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.197642,0.003461,11.268197,0.003951,21 05 13.8016825194,-55 03 56.249548699,186010,115.2,28600,53.963,246540,261.58,3,,,330.449,316.307507,-55.06562487,0.039,0.023,,,,488569890,,,,,,,,,,
2366,,1.207,0.033840978,0.068294448,,,,,I,304.9573472,-58.28012186,61.1604,0.0543,14.59071,0.00298,-23.675,-341.062,0.04,0.046,0.1395669,Estimated,0.097047338,Estimated,3296,GAIA,,,,,0.000995874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.470049,0.011751,13.123484,0.004453,20 19 49.8113477751,-58 16 42.981694709,27458,28.699,1404,14.762,44644,96.797,4,,,341.882,304.9575473,-58.27860603,,,,,,481614236,,,,,,,,,,
2367,,1.139,0.319189545,0.620953488,,,,,I,310.5788689,-52.70400748,81.0279,0.0228,8.24046,0.002771,82.718,-1067.159,0.018,0.022,0.600183,I/349/starhorse,0.56,GAIA,3917.3,GAIA DR3,-1.0181,GAIA DR3,4.4867,GAIA DR3,0.090210491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.048485,0.002875,7.35886,0.003806,20 42 18.7829422859,-52 41 57.352359202,9522800,2566,3281100,2100,9028500,3729.5,2,-47.01,0.15,1070.36,310.5782623,-52.69926484,0.2363,0.1255,,,,482004801,,,,,,,,,,
